model,question_id,relevant_chunk_ids,precision@1,precision@3,precision@5,recall@1,recall@3,recall@5,top1_accuracy,top3_accuracy,top5_accuracy,reciprocal_rank,retrieval_time,retrieved_rank_1,retrieved_rank_2,retrieved_rank_3,retrieved_rank_4,retrieved_rank_5
sentence_transformer,Q011,BERT_Passage_Reranking_P003_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.017276300000958145,ColBERT_Late_Interaction_Retrieval_P003_C004,ColBERT_Late_Interaction_Retrieval_P009_C008,E5_Text_Embeddings_Microsoft_P007_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P009_C004,ColBERT_Late_Interaction_Retrieval_P006_C007
sentence_transformer,Q012,BERT_Passage_Reranking_P004_C000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.01852169999619946,ColBERT_Late_Interaction_Retrieval_P003_C004,BERT_Passage_Reranking_P004_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P009_C004,BERT_Passage_Reranking_P001_C003,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C000
sentence_transformer,Q013,BGE_Embedding_Framework_P002_C001,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.0191319000441581,BGE_Embedding_Framework_P002_C000,BGE_Embedding_Framework_P002_C001,BGE_Embedding_Framework_P001_C006,BGE_Embedding_Framework_P001_C005,GTE_Embedding_Model_P001_C004
sentence_transformer,Q014,BGE_Embedding_Framework_P007_C007,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.25,0.01717790000839159,BGE_Embedding_Framework_P007_C004,BGE_Embedding_Framework_P007_C003,BGE_Embedding_Framework_P005_C007,BGE_Embedding_Framework_P007_C007,E5_Text_Embeddings_Microsoft_P008_C000
sentence_transformer,Q015,BGE_Embedding_Framework_P001_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01715269999112934,BGE_Embedding_Framework_P004_C000,BGE_Embedding_Framework_P003_C006,BGE_Embedding_Framework_P002_C010,BGE_Embedding_Framework_P002_C003,BGE_Embedding_Framework_P002_C009
sentence_transformer,Q016,ColBERT_Late_Interaction_Retrieval_P001_C005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.016539499978534877,ColBERT_Late_Interaction_Retrieval_P007_C004,ColBERT_Late_Interaction_Retrieval_P006_C001,ColBERT_Late_Interaction_Retrieval_P007_C005,ColBERT_Late_Interaction_Retrieval_P008_C001,ColBERT_Late_Interaction_Retrieval_P009_C001
sentence_transformer,Q017,ColBERT_Late_Interaction_Retrieval_P004_C006,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.015849600022193044,ColBERT_Late_Interaction_Retrieval_P004_C005,ColBERT_Late_Interaction_Retrieval_P004_C006,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P005_C002,ColBERT_Late_Interaction_Retrieval_P006_C005,ColBERT_Late_Interaction_Retrieval_P006_C006
sentence_transformer,Q018,ColBERT_Late_Interaction_Retrieval_P008_C003,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.016470099973957986,ColBERT_Late_Interaction_Retrieval_P008_C003,BERT_Passage_Reranking_P003_C000,ColBERT_Late_Interaction_Retrieval_P008_C000,BERT_Passage_Reranking_P003_C001,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P005_C000
sentence_transformer,Q019,DPR_for_question_answering_P001_C005,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.016969799995422363,DPR_for_question_answering_P002_C002,DPR_for_question_answering_P009_C005,DPR_for_question_answering_P001_C005,DPR_for_question_answering_P001_C000,Massive Text Embedding Benchmark_P006_C006
sentence_transformer,Q020,DPR_for_question_answering_P006_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.017298099992331117,DPR_for_question_answering_P005_C005,DPR_for_question_answering_P005_C004,DPR_for_question_answering_P006_C006,BERT_Passage_Reranking_P002_C002,DPR_Internal_Knowledge_and_Retrieval_Analysis_P006_C003
sentence_transformer,Q021,DPR_for_question_answering_P009_C005,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.01510779996169731,DPR_for_question_answering_P009_C005,DPR_for_question_answering_P011_C005,DPR_for_question_answering_P001_C000,Lost_in_the_Middle_Long_Context_RAG_P003_C000,DPR_for_question_answering_P009_C004
sentence_transformer,Q022,DPR_Internal_Knowledge_and_Retrieval_Analysis_P002_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01685780001571402,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C007,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C006,DPR_Internal_Knowledge_and_Retrieval_Analysis_P005_C001,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C000,DPR_Internal_Knowledge_and_Retrieval_Analysis_P006_C006
sentence_transformer,Q023,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C000,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.25,0.019132799992803484,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C007,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C006,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C005,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C000,DPR_Internal_Knowledge_and_Retrieval_Analysis_P005_C001
sentence_transformer,Q024,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C003,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.019264200003817677,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C003,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C002,DPR_Internal_Knowledge_and_Retrieval_Analysis_P006_C002,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C005,DPR_Internal_Knowledge_and_Retrieval_Analysis_P006_C001
sentence_transformer,Q025,E5_Text_Embeddings_Microsoft_P001_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0152902000118047,E5_Text_Embeddings_Microsoft_P015_C003,NV-Embed_LLM_Embedding_Model_P008_C005,NV-Embed_LLM_Embedding_Model_P003_C007,E5_Text_Embeddings_Microsoft_P005_C005,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P009_C005
sentence_transformer,Q026,E5_Text_Embeddings_Microsoft_P008_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.016740999999456108,Massive Text Embedding Benchmark_P007_C003,BERT_Passage_Reranking_P002_C002,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P008_C004,ColBERT_Late_Interaction_Retrieval_P008_C008,E5_Text_Embeddings_Microsoft_P005_C005
sentence_transformer,Q027,E5_Text_Embeddings_Microsoft_P015_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.014734000025782734,Lost_in_the_Middle_Long_Context_RAG_P008_C000,survey_of_RAG_P018_C013,GTE_Embedding_Model_P009_C003,Massive Text Embedding Benchmark_P022_C003,Lost_in_the_Middle_Long_Context_RAG_P006_C005
sentence_transformer,Q028,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P002_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.019536999985575676,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P001_C006,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P001_C004,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C004,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P003_C003,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C005
sentence_transformer,Q029,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P004_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.017147600010503083,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P003_C004,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P001_C004,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P007_C001,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P001_C000,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P003_C003
sentence_transformer,Q030,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P007_C002,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.2,0.01616849994752556,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P003_C003,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P003_C005,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P003_C004,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P007_C001,Embedding API Comparison for Information Retrieval - OpenAI vs Cohere vs Aleph-Alpha_P007_C002
sentence_transformer,Q031,Embedding Model Similarity in RAG_P001_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.020303600002080202,Embedding Model Similarity in RAG_P006_C011,Embedding Model Similarity in RAG_P006_C012,Embedding Model Similarity in RAG_P007_C011,Embedding Model Similarity in RAG_P004_C005,Embedding Model Similarity in RAG_P001_C006
sentence_transformer,Q032,Embedding Model Similarity in RAG_P006_C008,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.014154300035443157,Embedding Model Similarity in RAG_P006_C011,Embedding Model Similarity in RAG_P005_C007,Embedding Model Similarity in RAG_P007_C010,Embedding Model Similarity in RAG_P006_C012,Embedding Model Similarity in RAG_P005_C002
sentence_transformer,Q033,Embedding Model Similarity in RAG_P007_C010,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01889210002264008,Embedding Model Similarity in RAG_P001_C004,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P010_C004,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P003_C003,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P002_C003,NV-Embed_LLM_Embedding_Model_P003_C003
sentence_transformer,Q034,Embedding Similarity in RAG_P001_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01245739997830242,Embedding Similarity in RAG_P002_C007,RAG Failure Points and Challenges_P002_C000,survey_of_RAG_P001_C008,survey_of_RAG_P014_C001,survey_of_RAG_P002_C001
sentence_transformer,Q035,Embedding Similarity in RAG_P007_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01796170003945008,Embedding Similarity in RAG_P005_C006,Embedding Similarity in RAG_P002_C007,survey_of_RAG_P012_C003,Embedding Similarity in RAG_P002_C000,Embedding Similarity in RAG_P007_C005
sentence_transformer,Q036,Embedding Similarity in RAG_P008_C005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.015191800019238144,Embedding Similarity in RAG_P006_C006,Embedding Similarity in RAG_P007_C002,Embedding Similarity in RAG_P016_C001,Embedding Similarity in RAG_P006_C002,Embedding Similarity in RAG_P002_C000
sentence_transformer,Q037,FewShot_Histopathology_P001_C006,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.25,0.013909799978137016,FewShot_Histopathology_P001_C000,FewShot_Histopathology_P004_C005,FewShot_Histopathology_P001_C001,FewShot_Histopathology_P001_C006,FewShot_Histopathology_P004_C004
sentence_transformer,Q038,FewShot_Histopathology_P004_C000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.019991000008303672,FewShot_Histopathology_P004_C000,NV-Embed_LLM_Embedding_Model_P003_C007,Embedding Similarity in RAG_P003_C004,FewShot_Histopathology_P002_C005,survey_of_RAG_P017_C006
sentence_transformer,Q039,FewShot_Histopathology_P004_C003,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.015313599957153201,FewShot_Histopathology_P004_C003,FewShot_Histopathology_P004_C004,FewShot_Histopathology_P004_C001,E5_Text_Embeddings_Microsoft_P009_C004,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P009_C006
sentence_transformer,Q040,GlobalRAG_Benchmark_P001_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.011793899990152568,GlobalRAG_Benchmark_P002_C006,GlobalRAG_Benchmark_P005_C004,Automated Evaluation of Retrieval Augmented Generation_P001_C006,GlobalRAG_Benchmark_P007_C005,GlobalRAG_Benchmark_P002_C001
sentence_transformer,Q041,GlobalRAG_Benchmark_P007_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01339520001783967,GlobalRAG_Benchmark_P007_C005,GlobalRAG_Benchmark_P002_C006,GlobalRAG_Benchmark_P007_C004,GlobalRAG_Benchmark_P007_C000,GlobalRAG_Benchmark_P009_C001
sentence_transformer,Q042,GlobalRAG_Benchmark_P010_C001,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.01409599999897182,GlobalRAG_Benchmark_P010_C001,GlobalRAG_Benchmark_P010_C005,GlobalRAG_Benchmark_P006_C002,GlobalRAG_Benchmark_P007_C004,GlobalRAG_Benchmark_P010_C004
sentence_transformer,Q043,GlobalRAG_GlobalQA_P001_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01595090003684163,S2ORC_ScientificCorpus_P006_C001,SciBERT_ScientificNLP_P002_C000,SciBERT_ScientificNLP_P005_C001,GlobalRAG_GlobalQA_P009_C003,GlobalRAG_GlobalQA_P003_C005
sentence_transformer,Q044,GlobalRAG_GlobalQA_P006_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.015573899960145354,GlobalRAG_GlobalQA_P006_C005,GlobalRAG_GlobalQA_P007_C005,GlobalRAG_GlobalQA_P006_C006,GlobalRAG_GlobalQA_P012_C006,GlobalRAG_GlobalQA_P003_C005
sentence_transformer,Q045,GlobalRAG_GlobalQA_P009_C003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.014755100011825562,GlobalRAG_GlobalQA_P001_C005,GlobalRAG_GlobalQA_P003_C005,GlobalRAG_GlobalQA_P001_C006,GlobalRAG_GlobalQA_P009_C001,GlobalRAG_GlobalQA_P008_C004
sentence_transformer,Q046,GTE_Embedding_Model_P001_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.016015499946661294,Embedding Model Similarity in RAG_P004_C009,Embedding Model Similarity in RAG_P004_C010,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P006_C001,Embedding Model Similarity in RAG_P004_C007,Embedding Model Similarity in RAG_P005_C002
sentence_transformer,Q047,GTE_Embedding_Model_P006_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.015492699982132763,Massive Text Embedding Benchmark_P003_C004,Massive Text Embedding Benchmark_P017_C001,Massive Text Embedding Benchmark_P008_C002,Massive Text Embedding Benchmark_P005_C002,Massive Text Embedding Benchmark_P009_C003
sentence_transformer,Q048,GTE_Embedding_Model_P011_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.013832700031343848,Embedding Model Similarity in RAG_P003_C006,Seven Failure Points in RAG Systems_P006_C003,GTE_Embedding_Model_P005_C007,Lost_in_the_Middle_Long_Context_RAG_P004_C005,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P008_C003
sentence_transformer,Q049,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P001_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.01607959996908903,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P001_C001,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P007_C005,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P003_C003,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P002_C001,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P003_C002
sentence_transformer,Q050,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P005_C002,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.017766799952369183,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P005_C002,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P006_C004,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P006_C005,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P003_C003,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P005_C003
sentence_transformer,Q051,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P007_C000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.016250499989837408,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P006_C005,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P007_C000,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P003_C003,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P004_C004,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P006_C004
sentence_transformer,Q052,Lost_in_the_Middle_Long_Context_RAG_P002_C005,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.25,0.016677299980074167,Lost_in_the_Middle_Long_Context_RAG_P001_C000,Lost_in_the_Middle_Long_Context_RAG_P007_C001,Lost_in_the_Middle_Long_Context_RAG_P006_C004,Lost_in_the_Middle_Long_Context_RAG_P002_C005,Lost_in_the_Middle_Long_Context_RAG_P011_C000
sentence_transformer,Q053,Lost_in_the_Middle_Long_Context_RAG_P008_C003,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.01711679995059967,Lost_in_the_Middle_Long_Context_RAG_P007_C005,Lost_in_the_Middle_Long_Context_RAG_P008_C003,Lost_in_the_Middle_Long_Context_RAG_P002_C005,Lost_in_the_Middle_Long_Context_RAG_P006_C005,Lost_in_the_Middle_Long_Context_RAG_P008_C004
sentence_transformer,Q054,Lost_in_the_Middle_Long_Context_RAG_P014_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.016742799954954535,Lost_in_the_Middle_Long_Context_RAG_P005_C001,Automated Evaluation of Retrieval Augmented Generation_P003_C001,Lost_in_the_Middle_Long_Context_RAG_P001_C000,Lost_in_the_Middle_Long_Context_RAG_P007_C001,Lost_in_the_Middle_Long_Context_RAG_P005_C002
sentence_transformer,Q055,Massive Text Embedding Benchmark_P002_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.013799300009850413,survey_of_RAG_P012_C003,Massive Text Embedding Benchmark_P004_C007,Massive Text Embedding Benchmark_P017_C002,E5_Text_Embeddings_Microsoft_P005_C005,A Benchmarking Library for Retrieval-Augmented Generation_P005_C001
sentence_transformer,Q056,Massive Text Embedding Benchmark_P009_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.015939800010528415,Massive Text Embedding Benchmark_P002_C007,Massive Text Embedding Benchmark_P017_C000,Massive Text Embedding Benchmark_P017_C001,Massive Text Embedding Benchmark_P005_C002,Massive Text Embedding Benchmark_P002_C006
sentence_transformer,Q057,Massive Text Embedding Benchmark_P017_C001,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.014305800024885684,Massive Text Embedding Benchmark_P017_C001,Seven Failure Points in RAG Systems_P008_C002,A Benchmarking Library for Retrieval-Augmented Generation_P007_C002,A Benchmarking Library for Retrieval-Augmented Generation_P022_C003,BGE_Embedding_Framework_P007_C001
sentence_transformer,Q058,NV-Embed_LLM_Embedding_Model_P001_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.018403299967758358,NV-Embed_LLM_Embedding_Model_P001_C005,NV-Embed_LLM_Embedding_Model_P016_C000,NV-Embed_LLM_Embedding_Model_P010_C006,NV-Embed_LLM_Embedding_Model_P003_C002,NV-Embed_LLM_Embedding_Model_P007_C006
sentence_transformer,Q059,NV-Embed_LLM_Embedding_Model_P010_C005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.015120299998670816,NV-Embed_LLM_Embedding_Model_P010_C000,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C000,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P006_C001,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P006_C002,ColBERT_Late_Interaction_Retrieval_P006_C008
sentence_transformer,Q060,NV-Embed_LLM_Embedding_Model_P018_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.019076699973084033,Seven Failure Points in RAG Systems_P008_C003,NV-Embed_LLM_Embedding_Model_P002_C005,NV-Embed_LLM_Embedding_Model_P007_C005,NV-Embed_LLM_Embedding_Model_P007_C003,Seven Failure Points in RAG Systems_P004_C014
sentence_transformer,Q061,RAG Failure Points and Challenges_P002_C003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.015423099976032972,RAG Failure Points and Challenges_P002_C000,survey_of_RAG_P002_C001,RAG_for_factual_answers_P010_C000,survey_of_RAG_P001_C006,Embedding Similarity in RAG_P002_C007
sentence_transformer,Q062,RAG Failure Points and Challenges_P005_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.016474700008984655,survey_of_RAG_P002_C001,survey_of_RAG_P001_C007,survey_of_RAG_P001_C006,survey_of_RAG_P002_C002,RAG Failure Points and Challenges_P002_C000
sentence_transformer,Q063,RAG Failure Points and Challenges_P005_C006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.012984199973288924,RAG Failure Points and Challenges_P002_C000,survey_of_RAG_P001_C006,survey_of_RAG_P002_C001,survey_of_RAG_P001_C008,survey_of_RAG_P002_C004
sentence_transformer,Q064,RAG_for_factual_answers_P002_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.013592299947049469,RAG_for_factual_answers_P009_C006,RAG_for_factual_answers_P009_C005,RAG_for_factual_answers_P008_C002,RAG_for_factual_answers_P006_C005,RAG_for_factual_answers_P019_C001
sentence_transformer,Q065,RAG_for_factual_answers_P007_C005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.015171799983363599,GlobalRAG_Benchmark_P008_C003,GlobalRAG_Benchmark_P008_C002,RAG_for_factual_answers_P007_C004,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C006,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C006
sentence_transformer,Q066,RAG_for_factual_answers_P017_C000,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.25,0.01643389998935163,RAG_for_factual_answers_P008_C002,RAG_for_factual_answers_P019_C001,survey_of_RAG_P012_C002,RAG_for_factual_answers_P017_C000,RAG_for_factual_answers_P003_C001
